Index,Mac Name,SSID,Frequency,Signal,Lat,Lon,Alt,Time,
22,30:b5:c2:6e:12:d4,HOTBOX1234,2400,-88.0,32.1724962,34.81260015,47.0,Mon Jan 01 10:43:46 IST 2018, Approx. w-center algo1
23,80:1f:02:e8:b9:cc,Eldad_2EX,2400,-82.0,32.1724962,34.81260015,47.0,Mon Jan 01 10:43:46 IST 2018, Approx. w-center algo1
24,00:78:9e:f9:f5:5b,HOTBOX1234,2400,-82.0,32.17253749,34.81242555,48.0,Mon Jan 01 10:43:49 IST 2018, Approx. w-center algo1
25,c4:12:f5:85:27:c2,varda,2400,-95.0,32.17255033,34.81224372,51.0,Mon Jan 01 10:43:52 IST 2018, Approx. w-center algo1
26,00:78:9e:fa:0e:5c,Miller,2400,-94.0,32.17246746,34.81211077,51.0,Mon Jan 01 10:43:55 IST 2018, Approx. w-center algo1
27,80:26:89:0d:4f:84,DIR-825-4f83,2400,-66.0,32.17246746,34.81211077,51.0,Mon Jan 01 10:43:55 IST 2018, Approx. w-center algo1
28,a0:ab:1b:5d:c2:60,urigil1,2400,-90.0,32.17240151409594,34.812091884783165,29.035709105267408,Mon Jan 01 10:43:57 IST 2018, Approx. w-center algo1
29,cc:b2:55:e8:4c:e6,INGENEO,2400,-91.0,32.17240151409594,34.812091884783165,29.035709105267408,Mon Jan 01 10:43:57 IST 2018, Approx. w-center algo1
30,50:c7:bf:36:df:98,Gil-Up,2400,-89.0,32.17230828,34.81204165,48.0,Mon Jan 01 10:43:58 IST 2018, Approx. w-center algo1
31,54:64:d9:66:29:ef,U2I8L1M0X42,2400,-85.0,32.17217553070084,34.81201239183262,29.32418162501339,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
32,a0:ab:1b:57:cd:42,Helen.,2400,-79.0,32.17217553070084,34.81201239183262,29.32418162501339,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
33,00:f6:63:15:58:81,KaymeraDev,2400,-93.0,32.17212193,34.81196568,47.0,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
34,00:f6:63:15:58:82,KaymeraGuest,2400,-93.0,32.17212193,34.81196568,47.0,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
35,7c:b7:33:97:35:f1,U2I8L1M0X42,2400,-73.0,32.17212193,34.81196568,47.0,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
36,c4:04:15:60:6a:b5,Ben Ami_2.4,2400,-93.0,32.17212193,34.81196568,47.0,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
37,c4:12:f5:85:27:c2,varda,2400,-95.0,32.17212193,34.81196568,47.0,Mon Jan 01 10:44:01 IST 2018, Approx. w-center algo1
38,54:b8:0a:34:68:90,Shani - Green,2400,-95.0,32.17191211,34.81189708,44.0,Mon Jan 01 10:44:04 IST 2018, Approx. w-center algo1
39,c4:04:15:60:6a:b5,Ben Ami_2.4,2400,-93.0,32.17191211,34.81189708,44.0,Mon Jan 01 10:44:04 IST 2018, Approx. w-center algo1
40,8c:59:c3:ea:db:4a,Liza,2400,-78.0,32.17188758190333,34.81190851897319,29.638531482264742,Mon Jan 01 10:44:05 IST 2018, Approx. w-center algo1
41,6c:b0:ce:2f:43:36,Hilush111,2400,-92.0,32.1716947,34.81179424,42.0,Mon Jan 01 10:44:07 IST 2018, Approx. w-center algo1
42,c4:04:15:60:6a:b5,Ben Ami_2.4,2400,-93.0,32.1716947,34.81179424,42.0,Mon Jan 01 10:44:07 IST 2018, Approx. w-center algo1
43,80:1f:02:a3:7d:62,Gil Kitchen,2400,-96.0,32.17151458,34.81172206,43.0,Mon Jan 01 10:44:10 IST 2018, Approx. w-center algo1
44,c4:12:f5:85:27:c2,varda,2400,-95.0,32.17149430101505,34.811757862271804,29.890260289021505,Mon Jan 01 10:44:11 IST 2018, Approx. w-center algo1
45,c0:ac:54:f5:b7:f2,donush,2400,-87.0,32.17134020148104,34.81169555724996,29.789299583491168,Mon Jan 01 10:44:14 IST 2018, Approx. w-center algo1
46,c4:12:f5:fb:c0:3e,mika1,2400,-82.0,32.17134020148104,34.81169555724996,29.78929958349117,Mon Jan 01 10:44:14 IST 2018, Approx. w-center algo1
47,d8:fb:5e:17:1b:d6,DAVID,2400,-96.0,32.171176511717704,34.81159409519152,35.00469475513095,Mon Jan 01 10:44:16 IST 2018, Approx. w-center algo1
48,00:13:d4:0f:f3:ba,home,2400,-94.0,32.17099378339529,34.811500723342654,34.3961982252912,Mon Jan 01 10:44:19 IST 2018, Approx. w-center algo1
49,84:16:f9:d7:2c:3a,TP-LINK_2C3A,2400,-90.0,32.17094198600168,34.81148871152029,29.247534754719787,Mon Jan 01 10:44:22 IST 2018, Approx. w-center algo1
50,00:13:d4:0f:f3:ba,home,2400,-94.0,32.1707657,34.81134771,39.0,Mon Jan 01 10:44:25 IST 2018, Approx. w-center algo1
51,14:ae:db:b7:99:2d,Guymic,2400,-95.0,32.1707657,34.81134771,39.0,Mon Jan 01 10:44:25 IST 2018, Approx. w-center algo1
52,00:13:d4:0f:f3:ba,home,2400,-94.0,32.17073022335429,34.81136052218762,28.851810564672874,Mon Jan 01 10:44:26 IST 2018, Approx. w-center algo1
53,14:ae:db:b7:99:2d,Guymic,2400,-95.0,32.1706109,34.81125793,39.0,Mon Jan 01 10:44:28 IST 2018, Approx. w-center algo1
54,7c:b7:33:a1:7e:98,HOTFiber-A53E,2400,-90.0,32.1706109,34.81125793,39.0,Mon Jan 01 10:44:28 IST 2018, Approx. w-center algo1
55,40:9b:cd:11:2f:88,dlink,5000,-92.0,32.17052489858893,34.811243700290355,28.48330590693121,Mon Jan 01 10:44:30 IST 2018, Approx. w-center algo1
56,58:b6:33:34:81:a8,RDK,2400,-85.0,32.17052489858893,34.811243700290355,28.48330590693121,Mon Jan 01 10:44:30 IST 2018, Approx. w-center algo1
57,58:b6:33:34:ae:f8,RDK,2400,-85.0,32.17052489858893,34.811243700290355,28.48330590693121,Mon Jan 01 10:44:30 IST 2018, Approx. w-center algo1
58,7c:b7:33:a1:7e:98,HOTFiber-A53E,2400,-90.0,32.17052489858893,34.811243700290355,28.48330590693121,Mon Jan 01 10:44:30 IST 2018, Approx. w-center algo1
59,e4:d3:f1:9a:81:60,rdk,2400,-85.0,32.17052489858893,34.811243700290355,28.48330590693121,Mon Jan 01 10:44:30 IST 2018, Approx. w-center algo1
60,14:ae:db:b7:99:2d,Guymic,2400,-95.0,32.17044716,34.81116946,39.0,Mon Jan 01 10:44:31 IST 2018, Approx. w-center algo1
61,58:b6:33:34:81:a8,RDK,2400,-85.0,32.17044716,34.81116946,39.0,Mon Jan 01 10:44:31 IST 2018, Approx. w-center algo1
62,7c:b7:33:a1:7e:98,HOTFiber-A53E,2400,-90.0,32.17044716,34.81116946,39.0,Mon Jan 01 10:44:31 IST 2018, Approx. w-center algo1
63,30:d3:2d:37:20:f4,devolo-0f4,2400,-88.0,32.17027335,34.81109365,38.0,Mon Jan 01 10:44:34 IST 2018, Approx. w-center algo1
64,20:0c:c8:1d:c8:2b,Neeman2.4,2400,-87.0,32.17009476,34.81099899,37.0,Mon Jan 01 10:44:37 IST 2018, Approx. w-center algo1
65,30:d3:2d:37:20:f4,devolo-0f4,2400,-88.0,32.17009476,34.81099899,37.0,Mon Jan 01 10:44:37 IST 2018, Approx. w-center algo1
66,6a:0c:c8:1d:c8:28,Bezeq Free F026CC,2400,-87.0,32.17009476,34.81099899,37.0,Mon Jan 01 10:44:37 IST 2018, Approx. w-center algo1
67,20:0c:c8:1d:c8:2c,Neeman2.4_5,5000,-89.0,32.17005047256307,34.811007615648165,28.289290688769423,Mon Jan 01 10:44:38 IST 2018, Approx. w-center algo1
68,20:0c:c8:1d:c8:2b,Neeman2.4,2400,-87.0,32.16988722,34.81091198,37.0,Mon Jan 01 10:44:40 IST 2018, Approx. w-center algo1
69,6a:0c:c8:1d:c8:28,Bezeq Free F026CC,2400,-87.0,32.16988722,34.81091198,37.0,Mon Jan 01 10:44:40 IST 2018, Approx. w-center algo1
70,74:da:3a:97:66:9e,oved-main,2400,-87.0,32.16988722,34.81091198,37.0,Mon Jan 01 10:44:40 IST 2018, Approx. w-center algo1
71,c0:ac:54:f7:27:42,HOTBOX-2E6E,2400,-93.0,32.16988722,34.81091198,37.0,Mon Jan 01 10:44:40 IST 2018, Approx. w-center algo1
72,d8:fb:5e:17:62:4d,HOTBOX12,2400,-87.0,32.16988722,34.81091198,37.0,Mon Jan 01 10:44:40 IST 2018, Approx. w-center algo1
73,fc:15:b4:65:09:20,HP-Print-20-Deskjet 4640 series,2400,-83.0,32.16988722,34.81091198,37.0,Mon Jan 01 10:44:40 IST 2018, Approx. w-center algo1
74,c0:ac:54:f7:27:42,HOTBOX-2E6E,2400,-93.0,32.16984101063408,34.8109235856239,28.201870747562097,Mon Jan 01 10:44:41 IST 2018, Approx. w-center algo1
75,fc:15:b4:65:09:20,HP-Print-20-Deskjet 4640 series,2400,-83.0,32.16984101063408,34.8109235856239,28.201870747562097,Mon Jan 01 10:44:41 IST 2018, Approx. w-center algo1
76,30:b5:c2:e0:55:9c,Alpha125,2400,-82.0,32.16968089,34.81083325,37.0,Mon Jan 01 10:44:43 IST 2018, Approx. w-center algo1
77,20:0c:c8:0f:21:93,ELCHARAR_2.4,2400,-95.0,32.16947978,34.81075792,37.0,Mon Jan 01 10:44:46 IST 2018, Approx. w-center algo1
78,5a:0c:c8:0f:21:90,Bezeq Free T00C36,2400,-92.0,32.16947978,34.81075792,37.0,Mon Jan 01 10:44:46 IST 2018, Approx. w-center algo1
79,62:ee:0c:39:f9:16,BezeqFree,2400,-94.0,32.16947978,34.81075792,37.0,Mon Jan 01 10:44:46 IST 2018, Approx. w-center algo1
80,74:da:38:a9:24:17,edimax_2.4G_A92417,2400,-75.0,32.16930328971546,34.81071393258221,27.82938002803731,Mon Jan 01 10:44:49 IST 2018, Approx. w-center algo1
81,c0:a0:bb:cb:59:5b,BezeqNGN_001489_2.4GHz_1,2400,-73.0,32.1692751,34.81066887,38.0,Mon Jan 01 10:44:49 IST 2018, Approx. w-center algo1
82,d0:d4:12:65:19:a2,netbox,2400,-96.0,32.1692751,34.81066887,38.0,Mon Jan 01 10:44:49 IST 2018, Approx. w-center algo1
83,00:f6:63:15:58:81,KaymeraDev,2400,-93.0,32.16907519,34.81060214,38.0,Mon Jan 01 10:44:52 IST 2018, Approx. w-center algo1
84,00:f6:63:15:58:82,KaymeraGuest,2400,-93.0,32.16907519,34.81060214,38.0,Mon Jan 01 10:44:52 IST 2018, Approx. w-center algo1
85,28:80:23:f6:e0:c1,HP-Print-C1-Deskjet 4640 series,2400,-87.0,32.16907519,34.81060214,38.0,Mon Jan 01 10:44:52 IST 2018, Approx. w-center algo1
86,c8:d7:19:da:03:16,forestisthebest,2400,-78.0,32.16907519,34.81060214,38.0,Mon Jan 01 10:44:52 IST 2018, Approx. w-center algo1
87,f4:f2:6d:34:56:54,spielman,2400,-79.0,32.16907519,34.81060214,38.0,Mon Jan 01 10:44:52 IST 2018, Approx. w-center algo1
88,06:c2:3e:e4:21:85,HTC,2400,-92.0,32.16883715,34.81052111,38.0,Mon Jan 01 10:44:56 IST 2018, Approx. w-center algo1
89,18:d6:c7:fb:1c:0e,Oberyn Martell,2400,-79.0,32.16883715,34.81052111,38.0,Mon Jan 01 10:44:56 IST 2018, Approx. w-center algo1
90,cc:b2:55:e8:4c:e6,INGENEO,2400,-91.0,32.16883715,34.81052111,38.0,Mon Jan 01 10:44:56 IST 2018, Approx. w-center algo1
91,e4:6f:13:73:0a:c2,simon,2400,-89.0,32.16883715,34.81052111,38.0,Mon Jan 01 10:44:56 IST 2018, Approx. w-center algo1
92,00:f6:63:15:58:8e,KaymeraDev,5000,-92.0,32.168823167573045,34.810544049627936,27.11526685223747,Mon Jan 01 10:44:57 IST 2018, Approx. w-center algo1
93,06:c2:3e:e4:21:85,HTC,2400,-92.0,32.168823167573045,34.810544049627936,27.11526685223747,Mon Jan 01 10:44:57 IST 2018, Approx. w-center algo1
94,c8:d3:ff:57:60:f5,DIRECT-F4-HP DeskJet 3830 series,2400,-89.0,32.168823167573045,34.810544049627936,27.11526685223747,Mon Jan 01 10:44:57 IST 2018, Approx. w-center algo1
95,e4:6f:13:73:0a:c2,simon,2400,-89.0,32.168823167573045,34.810544049627936,27.11526685223747,Mon Jan 01 10:44:57 IST 2018, Approx. w-center algo1
96,ec:08:6b:38:0d:dc,RS_GUEST_5G,5000,-89.0,32.168823167573045,34.810544049627936,27.11526685223747,Mon Jan 01 10:44:57 IST 2018, Approx. w-center algo1
97,ec:08:6b:38:0d:dd,RS_GUEST,2400,-85.0,32.168823167573045,34.810544049627936,27.11526685223747,Mon Jan 01 10:44:57 IST 2018, Approx. w-center algo1
98,00:f6:63:15:58:80,kaymeraQA,2400,-82.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
99,60:e3:27:bf:a1:a5,BARON WIFI 2.4,2400,-91.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
100,a0:4f:d4:42:ba:71,cactus,2400,-95.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
101,c0:4a:00:f7:00:c1,Vision Public,2400,-89.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
102,c0:ff:d4:7b:82:30,Candan,2400,-87.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
103,cc:16:7e:97:1d:92,KaymeraGuest,2400,-95.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
104,e4:6f:13:73:0a:c2,simon,2400,-89.0,32.16872739,34.81060785,38.0,Mon Jan 01 10:44:59 IST 2018, Approx. w-center algo1
105,0c:f4:d5:29:a2:9c,LRWN,5000,-91.0,32.168721003548164,34.81072410830097,27.618449512847366,Mon Jan 01 10:45:01 IST 2018, Approx. w-center algo1
106,00:25:86:b1:6f:f8,A-Home,2400,-81.0,32.16870873,34.81074499,37.0,Mon Jan 01 10:45:01 IST 2018, Approx. w-center algo1
107,18:d6:c7:fb:1c:0e,Oberyn Martell,2400,-79.0,32.16877222,34.81164041,36.0,Mon Jan 01 10:45:11 IST 2018, Approx. w-center algo1
108,c0:ff:d4:7b:82:30,Candan,2400,-87.0,32.16877222,34.81164041,36.0,Mon Jan 01 10:45:11 IST 2018, Approx. w-center algo1
109,cc:b2:55:e8:4c:e6,INGENEO,2400,-91.0,32.16877222,34.81164041,36.0,Mon Jan 01 10:45:11 IST 2018, Approx. w-center algo1
110,e4:6f:13:73:0a:c2,simon,2400,-89.0,32.16877222,34.81164041,36.0,Mon Jan 01 10:45:11 IST 2018, Approx. w-center algo1
111,ec:8c:a2:08:a4:5c,LRWN,5000,-69.0,32.16877222,34.81164041,36.0,Mon Jan 01 10:45:11 IST 2018, Approx. w-center algo1
112,0c:f4:d5:29:a2:9c,LRWN,5000,-91.0,32.168846097297546,34.811787470063976,28.29109853755457,Mon Jan 01 10:45:13 IST 2018, Approx. w-center algo1
113,40:65:a3:2b:62:0e,HOTFiber-400D,2400,-89.0,32.168846097297546,34.811787470063976,28.29109853755457,Mon Jan 01 10:45:13 IST 2018, Approx. w-center algo1
114,40:65:a3:2b:62:22,HOTFiber-400D,2400,-88.0,32.168846097297546,34.811787470063976,28.29109853755457,Mon Jan 01 10:45:13 IST 2018, Approx. w-center algo1
115,ec:8c:a2:09:dd:4c,LRWN,5000,-70.0,32.168846097297546,34.811787470063976,28.29109853755457,Mon Jan 01 10:45:13 IST 2018, Approx. w-center algo1
116,70:4c:a5:20:be:18,SE-WiFi-Employees,2400,-94.0,32.16898017,34.81188912,37.0,Mon Jan 01 10:45:16 IST 2018, Approx. w-center algo1
117,00:26:5a:10:b7:0a,Einav_1,2400,-82.0,32.16940316,34.81209444,40.0,Mon Jan 01 10:45:23 IST 2018, Approx. w-center algo1
118,20:0c:c8:2b:2a:14,nina,2400,-92.0,32.16940316,34.81209444,40.0,Mon Jan 01 10:45:23 IST 2018, Approx. w-center algo1
119,e4:6f:13:71:f5:ce,RS_GUEST,2400,-92.0,32.16940316,34.81209444,40.0,Mon Jan 01 10:45:23 IST 2018, Approx. w-center algo1
120,20:0c:c8:2b:2a:14,nina,2400,-92.0,32.169545831397976,34.81214324467331,26.834423759379202,Mon Jan 01 10:45:25 IST 2018, Approx. w-center algo1
121,08:ea:44:74:4b:d5,Nehalem_ISR,2400,-92.0,32.16958729,34.81218021,40.0,Mon Jan 01 10:45:26 IST 2018, Approx. w-center algo1
122,20:0c:c8:2b:2a:14,nina,2400,-92.0,32.16958729,34.81218021,40.0,Mon Jan 01 10:45:26 IST 2018, Approx. w-center algo1
123,00:21:63:4d:73:31,Astra,2400,-92.0,32.16978401146249,34.81225704427234,26.41969286035642,Mon Jan 01 10:45:29 IST 2018, Approx. w-center algo1
124,00:30:4f:91:36:07,hilda,2400,-89.0,32.16978401146249,34.81225704427234,26.41969286035642,Mon Jan 01 10:45:29 IST 2018, Approx. w-center algo1
125,5a:ab:1b:62:0d:fd,BezeqFree,2400,-93.0,32.16978401146249,34.81225704427234,26.41969286035642,Mon Jan 01 10:45:29 IST 2018, Approx. w-center algo1
126,80:1f:02:36:04:d0,arama,2400,-81.0,32.16978401146249,34.81225704427234,26.41969286035642,Mon Jan 01 10:45:29 IST 2018, Approx. w-center algo1
127,14:ae:db:b2:5f:05,mazia,2400,-87.0,32.16977119,34.81225463,40.0,Mon Jan 01 10:45:29 IST 2018, Approx. w-center algo1
128,80:1f:02:36:04:d0,arama,2400,-81.0,32.16977119,34.81225463,40.0,Mon Jan 01 10:45:29 IST 2018, Approx. w-center algo1
129,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,2400,-89.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
130,00:21:63:4d:73:31,Astra,2400,-92.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
131,00:26:5a:69:94:e3,TUCHLER,2400,-81.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
132,5a:ab:1b:62:0d:fd,BezeqFree,2400,-93.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
133,74:da:38:14:4b:88,landau,2400,-81.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
134,74:da:38:a9:1c:df,  InnovationEndeavors,2400,-83.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
135,a0:ab:1b:62:0d:fc,klaiman,2400,-86.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
136,b4:ee:b4:a7:81:5c,HOTBOX-8156,2400,-92.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
137,c0:ff:d4:7b:82:30,Candan,2400,-87.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
138,f8:d1:11:b8:3b:7e,Mehta_Up,2400,-87.0,32.16994827,34.81233913,41.0,Mon Jan 01 10:45:32 IST 2018, Approx. w-center algo1
139,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,2400,-89.0,32.1700244717399,34.8123593768823,26.279075491882708,Mon Jan 01 10:45:33 IST 2018, Approx. w-center algo1
140,8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,2400,-89.0,32.1700244717399,34.8123593768823,26.279075491882708,Mon Jan 01 10:45:33 IST 2018, Approx. w-center algo1
141,d4:7b:b0:79:65:fc,landau,2400,-92.0,32.1700244717399,34.8123593768823,26.279075491882708,Mon Jan 01 10:45:33 IST 2018, Approx. w-center algo1
142,48:ee:0c:3b:fa:1e,Florida_Israel1,2400,-94.0,32.17012573,34.81242227,44.0,Mon Jan 01 10:45:35 IST 2018, Approx. w-center algo1
143,70:4d:7b:0c:89:50,ter123,2400,-82.0,32.17012573,34.81242227,44.0,Mon Jan 01 10:45:35 IST 2018, Approx. w-center algo1
144,80:1f:02:36:04:d0,arama,2400,-81.0,32.17012573,34.81242227,44.0,Mon Jan 01 10:45:35 IST 2018, Approx. w-center algo1
145,8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,2400,-89.0,32.17012573,34.81242227,44.0,Mon Jan 01 10:45:35 IST 2018, Approx. w-center algo1
146,d8:fb:5e:17:62:f5,HOTBOX-62EF,2400,-93.0,32.17012573,34.81242227,44.0,Mon Jan 01 10:45:35 IST 2018, Approx. w-center algo1
147,70:4d:7b:0c:89:50,ter123,2400,-82.0,32.170257763614224,34.81246926564551,26.042709343281796,Mon Jan 01 10:45:37 IST 2018, Approx. w-center algo1
148,a0:ab:1b:62:0d:fc,klaiman,2400,-86.0,32.170257763614224,34.81246926564551,26.042709343281796,Mon Jan 01 10:45:37 IST 2018, Approx. w-center algo1
149,d8:fb:5e:17:62:f5,HOTBOX-62EF,2400,-93.0,32.170257763614224,34.81246926564551,26.042709343281793,Mon Jan 01 10:45:37 IST 2018, Approx. w-center algo1
150,00:1c:10:09:4f:bc,hot,2400,-84.0,32.17031089,34.81250563,44.0,Mon Jan 01 10:45:38 IST 2018, Approx. w-center algo1
151,00:78:9e:fa:3b:62,geller,2400,-90.0,32.17031089,34.81250563,44.0,Mon Jan 01 10:45:38 IST 2018, Approx. w-center algo1
152,d8:fb:5e:17:62:f5,HOTBOX-62EF,2400,-93.0,32.17031089,34.81250563,44.0,Mon Jan 01 10:45:38 IST 2018, Approx. w-center algo1
153,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,2400,-89.0,32.17057342406668,34.81261487848177,34.86950427889598,Mon Jan 01 10:45:41 IST 2018, Approx. w-center algo1
154,00:1c:10:09:4f:bc,hot,2400,-84.0,32.17062502,34.81264159,42.0,Mon Jan 01 10:45:43 IST 2018, Approx. w-center algo1
155,14:cc:20:76:b8:2a,Oded,2400,-89.0,32.17062502,34.81264159,42.0,Mon Jan 01 10:45:43 IST 2018, Approx. w-center algo1
156,00:12:2a:e1:6c:48,Oded 2.4Ghz,2400,-83.0,32.1708108335788,34.812728841653545,33.570279359533835,Mon Jan 01 10:45:45 IST 2018, Approx. w-center algo1
157,14:cc:20:76:b8:2a,Oded,2400,-89.0,32.17086052,34.8127604,41.0,Mon Jan 01 10:45:47 IST 2018, Approx. w-center algo1
158,14:cc:20:76:c0:8e,TP-LINK_76C08E,2400,-93.0,32.17086052,34.8127604,41.0,Mon Jan 01 10:45:47 IST 2018, Approx. w-center algo1
159,c0:ac:54:f5:7d:bd,HOTBOX-2017,2400,-87.0,32.17086052,34.8127604,41.0,Mon Jan 01 10:45:47 IST 2018, Approx. w-center algo1
160,00:12:2a:e1:6c:4c,Oded 5Ghz,5000,-84.0,32.17100836271353,34.81281338424775,25.5806087173453,Mon Jan 01 10:45:49 IST 2018, Approx. w-center algo1
161,14:cc:20:76:c0:8e,TP-LINK_76C08E,2400,-93.0,32.17105914,34.81284875,39.0,Mon Jan 01 10:45:50 IST 2018, Approx. w-center algo1
162,28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,2400,-81.0,32.17105914,34.81284875,39.0,Mon Jan 01 10:45:50 IST 2018, Approx. w-center algo1
163,c0:ac:54:f5:7d:bd,HOTBOX-2017,2400,-87.0,32.17105914,34.81284875,39.0,Mon Jan 01 10:45:50 IST 2018, Approx. w-center algo1
164,c4:e9:84:83:1a:0a,sirocco_2.4o,2400,-91.0,32.17105914,34.81284875,39.0,Mon Jan 01 10:45:50 IST 2018, Approx. w-center algo1
